voltage,current
0.000000000000000000e+00,2.615898014369556253e-07
5.555555555555555802e-01,1.726174631273256239e-07
1.111111111111111160e+00,1.293735658339429940e-07
1.666666666666666741e+00,4.049504791455756618e-07
2.222222222222222321e+00,9.047906821437857253e-07
2.777777777777777679e+00,5.477824973415589991e-08
3.333333333333333481e+00,2.221976508033911527e-07
3.888888888888889284e+00,9.017306725769741385e-07
4.444444444444444642e+00,6.154251561950532154e-07
5.000000000000000000e+00,7.478689235484227016e-07
