voltage,current
0.000000000000000000e+00,4.450273745459907264e-07
2.008032128514056214e-02,6.511310535371035813e-07
4.016064257028112428e-02,6.629709359301833827e-07
6.024096385542168641e-02,4.193076758195582663e-07
8.032128514056224855e-02,8.953438588481832060e-07
1.004016064257028107e-01,9.533374740785749395e-07
1.204819277108433728e-01,8.334583620729900871e-07
1.405622489959839350e-01,6.525132173418194915e-07
1.606425702811244971e-01,5.183162384013889128e-07
1.807228915662650592e-01,2.929159636294920202e-09
2.008032128514056214e-01,9.265165102005215044e-07
2.208835341365461835e-01,5.798331715878460399e-07
2.409638554216867457e-01,2.871528480839585758e-07
2.610441767068273355e-01,2.250294359483739866e-08
2.811244979919678699e-01,8.114944981955429891e-07
3.012048192771084043e-01,7.194166187229174012e-07
3.212851405622489942e-01,7.018877807122468584e-07
3.413654618473895841e-01,2.557148487658050436e-07
3.614457831325301185e-01,4.847544491317742276e-07
3.815261044176706529e-01,4.403805038432981688e-07
4.016064257028112428e-01,2.401099745925032613e-07
4.216867469879518326e-01,3.878433009371047009e-07
4.417670682730923670e-01,6.897598539915889663e-07
4.618473895582329014e-01,9.750997363638651163e-07
4.819277108433734913e-01,8.210755603474035010e-07
5.020080321285140812e-01,3.329888354223997816e-08
5.220883534136546711e-01,4.003883691120837540e-07
5.421686746987951500e-01,4.522452131862719840e-08
5.622489959839357399e-01,7.255632063035964371e-07
5.823293172690763297e-01,2.089238555785070143e-07
6.024096385542168086e-01,2.906065203414408426e-07
6.224899598393573985e-01,1.479796708563870758e-07
6.425702811244979884e-01,1.333842513945376856e-07
6.626506024096385783e-01,7.229838142852506775e-08
6.827309236947791682e-01,1.837664232942519717e-07
7.028112449799196471e-01,4.062697884298470618e-07
7.228915662650602370e-01,4.710157939563115041e-07
7.429718875502008268e-01,2.155371024602656919e-07
7.630522088353413057e-01,5.459639168299946850e-07
7.831325301204818956e-01,4.056179648274249696e-08
8.032128514056224855e-01,7.826680633816434209e-07
8.232931726907630754e-01,2.970493167249245023e-07
8.433734939759036653e-01,1.628766421506574440e-07
8.634538152610441442e-01,8.419527577202213028e-07
8.835341365461847341e-01,4.120686426047505089e-07
9.036144578313253239e-01,4.284364274537699754e-08
9.236947791164658028e-01,5.416791732781130856e-07
9.437751004016063927e-01,8.339273583061745660e-07
9.638554216867469826e-01,2.754222260227765460e-07
9.839357429718875725e-01,3.309677836389142089e-07
1.004016064257028162e+00,2.926054476633365998e-08
1.024096385542168752e+00,6.484970543436069858e-07
1.044176706827309342e+00,4.184045655265108398e-07
1.064257028112449710e+00,8.175442032234814377e-07
1.084337349397590300e+00,9.820607379808663439e-07
1.104417670682730890e+00,9.464998995648512424e-07
1.124497991967871480e+00,9.690588045395708657e-08
1.144578313253012070e+00,6.871676625173600686e-07
1.164658634538152659e+00,6.529306844060240294e-07
1.184738955823293249e+00,9.616230958083699776e-07
1.204819277108433617e+00,7.382189675160122205e-07
1.224899598393574207e+00,2.541604317823199172e-07
1.244979919678714797e+00,6.877375522484534544e-07
1.265060240963855387e+00,5.194027565677735934e-07
1.285140562248995977e+00,1.947874050610592923e-07
1.305220883534136567e+00,7.392819395888896832e-07
1.325301204819277157e+00,9.430685891936626521e-07
1.345381526104417746e+00,9.008500871872478773e-07
1.365461847389558336e+00,2.721188960392757494e-07
1.385542168674698704e+00,9.403209718176658589e-07
1.405622489959839294e+00,9.943205784238379803e-07
1.425702811244979884e+00,3.551656005196531749e-07
1.445783132530120474e+00,9.212964131196028347e-07
1.465863453815261064e+00,9.170995176230086359e-07
1.485943775100401654e+00,8.702809033387600556e-07
1.506024096385542244e+00,2.745871650760024254e-07
1.526104417670682611e+00,6.041418645528393404e-07
1.546184738955823201e+00,5.424057898907108187e-08
1.566265060240963791e+00,7.399249286096100424e-07
1.586345381526104381e+00,8.671308951605266936e-07
1.606425702811244971e+00,9.633163600636748586e-07
1.626506024096385561e+00,2.721223067139695022e-07
1.646586345381526151e+00,5.328014750282823872e-07
1.666666666666666741e+00,1.027881081641861550e-07
1.686746987951807331e+00,1.164109983019023702e-07
1.706827309236947698e+00,3.600295389525605935e-07
1.726907630522088288e+00,3.822766308446178019e-07
1.746987951807228878e+00,6.887164405033205222e-07
1.767068273092369468e+00,3.339648818407092423e-07
1.787148594377510058e+00,2.198468509446868017e-07
1.807228915662650648e+00,4.751221706968370309e-07
1.827309236947791238e+00,1.005211839268083062e-08
1.847389558232931606e+00,9.225083445611980213e-07
1.867469879518072196e+00,3.542307683086899306e-07
1.887550200803212785e+00,2.783160646142935813e-07
1.907630522088353375e+00,1.190659584481114074e-07
1.927710843373493965e+00,6.936618716745732174e-07
1.947791164658634555e+00,3.137244243332136428e-07
1.967871485943775145e+00,1.300093040671686016e-07
1.987951807228915735e+00,4.769761100314960708e-07
2.008032128514056325e+00,6.931148442901717159e-07
2.028112449799196693e+00,2.952183769614403683e-07
2.048192771084337505e+00,5.734857952454022019e-07
2.068273092369477872e+00,7.814565290594068870e-07
2.088353413654618684e+00,8.054280910208438828e-07
2.108433734939759052e+00,9.777358245831113622e-08
2.128514056224899420e+00,9.624029703811632007e-07
2.148594377510040232e+00,2.644699757398196465e-07
2.168674698795180600e+00,6.201243144403042453e-07
2.188755020080321412e+00,4.856776930933894467e-07
2.208835341365461780e+00,2.631626382297302932e-08
2.228915662650602592e+00,1.909941389419319450e-07
2.248995983935742959e+00,6.713569575890665987e-07
2.269076305220883327e+00,3.232546004171727759e-07
2.289156626506024139e+00,6.998761588445477299e-07
2.309236947791164507e+00,3.625828622491620080e-07
2.329317269076305319e+00,7.770310035163649984e-07
2.349397590361445687e+00,4.489943015083717945e-07
2.369477911646586499e+00,3.192117315662310335e-07
2.389558232931726867e+00,9.963604942488503934e-07
2.409638554216867234e+00,3.615755518493516408e-07
2.429718875502008046e+00,4.560690264281282975e-07
2.449799196787148414e+00,6.921316075130807817e-07
2.469879518072289226e+00,4.812190943407542206e-07
2.489959839357429594e+00,2.768252359938547773e-07
2.510040160642570406e+00,9.521841615012482372e-08
2.530120481927710774e+00,1.427176217053051143e-07
2.550200803212851586e+00,3.010146858303273082e-07
2.570281124497991954e+00,2.096152723364782485e-07
2.590361445783132321e+00,4.826997683573350961e-07
2.610441767068273133e+00,8.381394774334194485e-08
2.630522088353413501e+00,5.610034309525441976e-07
2.650602409638554313e+00,7.301404148119550546e-07
2.670682730923694681e+00,4.752400008219079508e-07
2.690763052208835493e+00,9.540511545323449083e-07
2.710843373493975861e+00,9.462312996884967259e-07
2.730923694779116673e+00,5.199359501897729227e-07
2.751004016064257041e+00,4.319121679153026185e-07
2.771084337349397408e+00,2.062711569412212289e-08
2.791164658634538220e+00,1.712827239463654475e-08
2.811244979919678588e+00,7.617988866964207892e-07
2.831325301204819400e+00,2.243265254580215437e-07
2.851405622489959768e+00,5.194167723859966381e-07
2.871485943775100580e+00,5.574719728806884597e-07
2.891566265060240948e+00,3.215903471350266317e-07
2.911646586345381316e+00,9.311715921038432192e-07
2.931726907630522128e+00,7.740384052647096536e-07
2.951807228915662495e+00,6.377906995154529963e-07
2.971887550200803307e+00,3.890807818394430173e-07
2.991967871485943675e+00,7.532184301866451790e-07
3.012048192771084487e+00,8.906826489347000658e-07
3.032128514056224855e+00,8.844816946441278396e-07
3.052208835341365223e+00,2.525775911161577033e-07
3.072289156626506035e+00,9.627474612204528345e-07
3.092369477911646403e+00,9.531357873367407150e-08
3.112449799196787215e+00,6.268379364220064759e-07
3.132530120481927582e+00,5.711855688570076980e-07
3.152610441767068394e+00,8.194756742105421165e-07
3.172690763052208762e+00,6.342891409368985913e-07
3.192771084337349574e+00,6.285416233929326550e-07
3.212851405622489942e+00,2.412696954791854323e-07
3.232931726907630310e+00,2.029528143422092429e-07
3.253012048192771122e+00,3.259030374977967949e-07
3.273092369477911490e+00,4.260957737512297123e-07
3.293172690763052302e+00,9.108928107963596263e-07
3.313253012048192669e+00,4.985295670347493899e-07
3.333333333333333481e+00,7.590215847619339874e-07
3.353413654618473849e+00,9.174759584796864404e-07
3.373493975903614661e+00,6.856222043147614886e-07
3.393574297188755029e+00,6.257448236449640947e-07
3.413654618473895397e+00,7.523560770112739079e-07
3.433734939759036209e+00,4.124687548698154536e-07
3.453815261044176577e+00,2.511658544296933956e-07
3.473895582329317389e+00,4.758692846999092889e-07
3.493975903614457756e+00,2.000464787342937126e-07
3.514056224899598568e+00,5.712717915632514903e-07
3.534136546184738936e+00,4.567401596040373464e-07
3.554216867469879304e+00,7.833734959612187906e-07
3.574297188755020116e+00,4.842576224925949482e-07
3.594377510040160484e+00,7.789754422923285807e-07
3.614457831325301296e+00,2.277394769431229107e-07
3.634538152610441664e+00,4.106171281361669830e-08
3.654618473895582476e+00,1.205578952500383320e-07
3.674698795180722843e+00,1.953537439562687887e-07
3.694779116465863211e+00,9.555263053115774935e-07
3.714859437751004023e+00,5.760649921146032810e-07
3.734939759036144391e+00,4.993029775000671063e-07
3.755020080321285203e+00,7.808130085869812008e-07
3.775100401606425571e+00,9.815688167863390270e-07
3.795180722891566383e+00,5.885904399016063364e-07
3.815261044176706751e+00,7.164945322239867531e-08
3.835341365461847563e+00,3.811191396733298503e-07
3.855421686746987930e+00,3.856158597253844525e-07
3.875502008032128298e+00,8.910910573707131710e-07
3.895582329317269110e+00,8.822055384713150427e-07
3.915662650602409478e+00,6.904512598385472715e-07
3.935742971887550290e+00,8.979466794689526318e-07
3.955823293172690658e+00,2.568476227691929190e-08
3.975903614457831470e+00,9.524169912043997356e-07
3.995983935742971838e+00,7.864858902715347982e-07
4.016064257028112650e+00,2.666545941246684904e-07
4.036144578313252573e+00,3.082009151136069217e-07
4.056224899598393385e+00,4.288362715281060834e-07
4.076305220883534197e+00,7.636354416799229091e-08
4.096385542168675009e+00,2.019109497796156503e-07
4.116465863453814933e+00,3.788597170714250721e-07
4.136546184738955745e+00,7.139943051573108023e-07
4.156626506024096557e+00,8.480391681029715339e-07
4.176706827309237369e+00,8.919242302073081512e-09
4.196787148594377292e+00,7.056991125579016729e-07
4.216867469879518104e+00,7.376398112401671219e-07
4.236947791164658916e+00,6.071743212881350994e-07
4.257028112449798840e+00,9.093374114313145704e-07
4.277108433734939652e+00,2.883990280878006125e-07
4.297188755020080464e+00,7.983091736283123882e-07
4.317269076305221276e+00,5.948355894428805318e-07
4.337349397590361200e+00,9.077354938754747354e-07
4.357429718875502012e+00,7.789213404486350038e-08
4.377510040160642824e+00,9.008459141696429359e-07
4.397590361445782747e+00,2.738458245715024197e-07
4.417670682730923559e+00,8.575738185730830120e-08
4.437751004016064371e+00,3.754775530554186017e-07
4.457831325301205183e+00,8.319321407868661252e-07
4.477911646586345107e+00,4.927199530600147418e-07
4.497991967871485919e+00,5.578004574963479750e-08
4.518072289156626731e+00,2.209081349223851222e-08
4.538152610441766655e+00,6.894919814875332665e-08
4.558232931726907466e+00,9.703124209710203613e-07
4.578313253012048278e+00,5.634100549397687857e-07
4.598393574297189090e+00,9.244655900382388883e-07
4.618473895582329014e+00,2.119133933688486191e-07
4.638554216867469826e+00,2.808675584187431077e-07
4.658634538152610638e+00,3.038577057508725348e-07
4.678714859437750562e+00,7.732154457041101980e-07
4.698795180722891374e+00,2.966903203633156595e-07
4.718875502008032186e+00,6.569769231240945148e-07
4.738955823293172998e+00,3.870201357109338579e-07
4.759036144578312921e+00,4.643497209201282269e-07
4.779116465863453733e+00,5.261774559394869078e-07
4.799196787148594545e+00,5.146796875810004686e-07
4.819277108433734469e+00,3.663996912237786826e-07
4.839357429718875281e+00,5.354507205878340477e-07
4.859437751004016093e+00,9.818962634362522172e-07
4.879518072289156905e+00,5.331073501988469231e-07
4.899598393574296828e+00,6.061285457041844452e-07
4.919678714859437640e+00,2.289516409166565297e-07
4.939759036144578452e+00,5.463000932615291464e-08
4.959839357429719264e+00,7.887660804745989753e-07
4.979919678714859188e+00,3.939265241327416017e-08
5.000000000000000000e+00,7.494651590801005333e-07
