voltage,current
0.000000000000000000e+00,1.992888207103297052e-07
5.555555555555555802e-01,3.323095799583266681e-07
1.111111111111111160e+00,3.369093763258634516e-07
1.666666666666666741e+00,5.320792355621837228e-07
2.222222222222222321e+00,4.998665976404259736e-07
2.777777777777777679e+00,4.868032273699006623e-07
3.333333333333333481e+00,5.876536165198748218e-07
3.888888888888889284e+00,3.896161012943640748e-07
4.444444444444444642e+00,9.726480225888239952e-07
5.000000000000000000e+00,2.265087722004027546e-07
