voltage,current
0.000000000000000000e+00,8.878433864434167074e-07
5.555555555555555802e-01,7.630447439378878538e-07
1.111111111111111160e+00,9.463861575742562853e-07
1.666666666666666741e+00,3.780248430802690621e-07
2.222222222222222321e+00,6.876379444198232131e-08
2.777777777777777679e+00,4.450033844295466810e-07
3.333333333333333481e+00,1.737495745008418142e-07
3.888888888888889284e+00,4.754027361476871366e-07
4.444444444444444642e+00,9.675294827659596478e-08
5.000000000000000000e+00,7.501565086461683223e-07
