voltage,current
0.000000000000000000e+00,2.579877469537075078e-07
5.555555555555555802e-01,1.466866253443573915e-07
1.111111111111111160e+00,2.768284626189119967e-07
1.666666666666666741e+00,1.844477516386886321e-07
2.222222222222222321e+00,7.458733184685690048e-07
2.777777777777777679e+00,6.109295425583318901e-07
3.333333333333333481e+00,3.733175792560442589e-07
3.888888888888889284e+00,2.790345726690500361e-07
4.444444444444444642e+00,1.094195492945067002e-07
5.000000000000000000e+00,1.716454432264598089e-07
