voltage,current
0.000000000000000000e+00,4.959820610440305032e-07
5.555555555555555802e-01,4.164890517022921072e-07
1.111111111111111160e+00,7.763288918779645436e-07
1.666666666666666741e+00,9.979664689037679895e-07
2.222222222222222321e+00,7.301964904840631166e-07
2.777777777777777679e+00,9.212589813092208535e-07
3.333333333333333481e+00,4.118120427018340056e-07
3.888888888888889284e+00,7.179343672862315801e-07
4.444444444444444642e+00,4.637339395635375635e-08
5.000000000000000000e+00,7.196648723870392294e-07
