voltage,current
0.000000000000000000e+00,1.883799213119252642e-08
5.555555555555555802e-01,9.826225553587924602e-07
1.111111111111111160e+00,3.507631821776979840e-07
1.666666666666666741e+00,5.709601837466843195e-07
2.222222222222222321e+00,7.509635387412725908e-07
2.777777777777777679e+00,8.164659307610115744e-07
3.333333333333333481e+00,5.209568315838885765e-07
3.888888888888889284e+00,3.383254850299987897e-08
4.444444444444444642e+00,5.401168854761667427e-07
5.000000000000000000e+00,3.258590543212847755e-07
