voltage,current
0.000000000000000000e+00,5.738684733809461950e-07
5.555555555555555802e-01,4.646289185954192076e-07
1.111111111111111160e+00,2.990662248431493587e-07
1.666666666666666741e+00,2.846862064045819439e-07
2.222222222222222321e+00,6.694378104361448228e-07
2.777777777777777679e+00,8.536045794198605281e-07
3.333333333333333481e+00,1.900681858318948682e-07
3.888888888888889284e+00,8.641956243448990352e-07
4.444444444444444642e+00,2.769932819788520636e-07
5.000000000000000000e+00,6.818613288244255243e-07
