voltage,current
0.000000000000000000e+00,1.991196777531278756e-07
5.555555555555555802e-01,5.937861428118901389e-07
1.111111111111111160e+00,3.908176692674127646e-07
1.666666666666666741e+00,5.200499425690638418e-07
2.222222222222222321e+00,7.066196309493142849e-07
2.777777777777777679e+00,9.016623293210661643e-07
3.333333333333333481e+00,1.969772231536837182e-08
3.888888888888889284e+00,7.984876288381021199e-07
4.444444444444444642e+00,2.128638983763864157e-07
5.000000000000000000e+00,9.711082150764182026e-07
