voltage,current
0.000000000000000000e+00,8.301029061173568995e-07
5.555555555555555802e-01,4.768120985127699563e-07
1.111111111111111160e+00,2.905762389256361859e-07
1.666666666666666741e+00,5.082870829724195622e-07
2.222222222222222321e+00,7.922131344126861096e-07
2.777777777777777679e+00,3.654072863996642271e-07
3.333333333333333481e+00,1.338378776176382016e-07
3.888888888888889284e+00,2.843235610841302714e-07
4.444444444444444642e+00,3.293094599757902916e-07
5.000000000000000000e+00,8.898705745254449555e-07
