voltage,current
0.000000000000000000e+00,8.800050572210652951e-07
5.050505050505050414e-02,4.804528174286161865e-07
1.010101010101010083e-01,1.528024710354241970e-07
1.515151515151515194e-01,5.767500677679698905e-07
2.020202020202020166e-01,8.960854873067134490e-07
2.525252525252525415e-01,4.745923666930167047e-07
3.030303030303030387e-01,2.479008427951694111e-07
3.535353535353535359e-01,5.099927087999041456e-07
4.040404040404040331e-01,3.801458880766656788e-07
4.545454545454545303e-01,9.191329139748342091e-07
5.050505050505050830e-01,8.805428189717583109e-07
5.555555555555555802e-01,4.778330993180373696e-07
6.060606060606060774e-01,8.740681199401472762e-07
6.565656565656565746e-01,1.783141600491331412e-07
7.070707070707070718e-01,5.009860317462530633e-07
7.575757575757575690e-01,1.548309688595095125e-07
8.080808080808080662e-01,9.639577707820256248e-07
8.585858585858585634e-01,8.878805604223995549e-07
9.090909090909090606e-01,6.386900400325388731e-07
9.595959595959595578e-01,9.734763993810069798e-07
1.010101010101010166e+00,4.220486200554371624e-07
1.060606060606060552e+00,5.451461419396880403e-07
1.111111111111111160e+00,7.856117085656263215e-07
1.161616161616161547e+00,4.036470176596345012e-07
1.212121212121212155e+00,2.091031535013886219e-07
1.262626262626262541e+00,2.327955496062248361e-07
1.313131313131313149e+00,8.940881585191468866e-07
1.363636363636363535e+00,2.429682769102958835e-07
1.414141414141414144e+00,4.078124549564321013e-08
1.464646464646464530e+00,1.173535203961394414e-07
1.515151515151515138e+00,2.495173319426546619e-08
1.565656565656565524e+00,2.733121666365120394e-07
1.616161616161616132e+00,2.640128382926599594e-07
1.666666666666666741e+00,3.238265162354044550e-07
1.717171717171717127e+00,8.528098092042655090e-07
1.767676767676767735e+00,8.783076622855705644e-07
1.818181818181818121e+00,9.464415796276634911e-07
1.868686868686868729e+00,4.974228190001911898e-07
1.919191919191919116e+00,3.812599378823721847e-09
1.969696969696969724e+00,7.180360072616131474e-10
2.020202020202020332e+00,3.790350105058848051e-07
2.070707070707070496e+00,9.862811106617767479e-07
2.121212121212121104e+00,8.292320978656313602e-07
2.171717171717171713e+00,9.215940891315421443e-08
2.222222222222222321e+00,8.701892058582299420e-07
2.272727272727272485e+00,9.469615415776392358e-07
2.323232323232323093e+00,6.947055887366328317e-07
2.373737373737373701e+00,4.044482954908256897e-07
2.424242424242424310e+00,1.845734273070469369e-07
2.474747474747474918e+00,8.952961089444410943e-07
2.525252525252525082e+00,1.283195730761171730e-07
2.575757575757575690e+00,3.248894879443161484e-07
2.626262626262626299e+00,4.412645568359977277e-07
2.676767676767676907e+00,5.903510337979333365e-07
2.727272727272727071e+00,7.138527630387222373e-07
2.777777777777777679e+00,2.456564824098691195e-07
2.828282828282828287e+00,2.513885615191507792e-07
2.878787878787878896e+00,1.450111283153494548e-07
2.929292929292929060e+00,8.934024712943646581e-07
2.979797979797979668e+00,8.826449653665007591e-07
3.030303030303030276e+00,8.418960243694050622e-07
3.080808080808080884e+00,1.790845943948838763e-07
3.131313131313131048e+00,1.401293849213176444e-07
3.181818181818181657e+00,7.417430297864727908e-07
3.232323232323232265e+00,9.966529897024389016e-08
3.282828282828282873e+00,6.204440528576103211e-07
3.333333333333333481e+00,7.391966949654553795e-07
3.383838383838383645e+00,3.715333771937682233e-07
3.434343434343434254e+00,6.010425608644470541e-07
3.484848484848484862e+00,5.104475380714121674e-07
3.535353535353535470e+00,2.062779467512146796e-07
3.585858585858585634e+00,7.780753922318428736e-08
3.636363636363636243e+00,2.317397327555261679e-07
3.686868686868686851e+00,4.927150445934300149e-07
3.737373737373737459e+00,9.776924546478985949e-07
3.787878787878787623e+00,4.968441645124695027e-07
3.838383838383838231e+00,2.105350487288137708e-08
3.888888888888888840e+00,1.157052291890848718e-07
3.939393939393939448e+00,5.066152251406441128e-07
3.989898989898989612e+00,1.813604931787204966e-08
4.040404040404040664e+00,9.334150096379989573e-08
4.090909090909090828e+00,3.322525560804567825e-07
4.141414141414140992e+00,6.175198068569757089e-07
4.191919191919192045e+00,4.716904262361898506e-08
4.242424242424242209e+00,3.699685181614795730e-07
4.292929292929293261e+00,5.014653318359326934e-07
4.343434343434343425e+00,7.520426733855105929e-07
4.393939393939393590e+00,7.223447816639289619e-07
4.444444444444444642e+00,7.026148396527399941e-07
4.494949494949494806e+00,1.976469305928351111e-07
4.545454545454544970e+00,3.724498418394668078e-07
4.595959595959596022e+00,5.654203635293755643e-07
4.646464646464646187e+00,8.262933502411308498e-07
4.696969696969697239e+00,3.321074102153206478e-07
4.747474747474747403e+00,8.350713401301367288e-07
4.797979797979797567e+00,6.248408159135259539e-07
4.848484848484848619e+00,9.660804874471338686e-07
4.898989898989898784e+00,5.170026508165423700e-07
4.949494949494949836e+00,4.699465554465619040e-07
5.000000000000000000e+00,5.721646103875396524e-07
